EmployeeKey,EmployeeNumber,DepartmentKey,JobRoleKey,EducationFieldKey,BusinessTravelKey,GenderKey,MaritalStatusKey,Age,DistanceFromHome,JobLevel,JobInvolvement,OverTime,NumCompaniesWorked,StockOptionLevel,DailyRate,HourlyRate,MonthlyRate,MonthlyIncome,PercentSalaryHike,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,PerformanceRating,WorkLifeBalance,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,Education,EducationLevel,AgeGroup,SalaryBand,TensureGroup,Job Satisfaction Level
795,1103,2,1,2,2,2,3,34,3,2,3,No,0,0,618,45,22266,7756,17,1,4,3,3,2,7,1,6,2,0,4,No,1,Below College,26-35,High Salary,Experienced,Very High
1190,1670,3,8,4,3,2,1,33,2,2,3,No,1,2,392,93,3921,5505,14,4,4,3,3,3,6,5,6,2,0,4,No,4,Master,26-35,Meduim Salary,Experienced,Very High
1198,1680,3,9,2,3,2,3,20,9,1,3,No,1,0,727,54,21082,2728,11,4,1,1,3,3,2,3,2,2,0,2,No,1,Below College,18-25,Low Salary,New Employee,Low
1414,1992,2,3,5,3,2,1,25,2,1,3,Yes,6,1,977,57,7298,3977,19,4,3,3,3,2,7,2,2,2,0,2,No,1,Below College,18-25,Meduim Salary,New Employee,High
1457,2049,2,1,2,2,2,2,35,18,2,3,Yes,1,2,1199,80,24594,5689,14,3,3,4,3,4,10,2,10,2,0,2,No,4,Master,26-35,Meduim Salary,Experienced,High
1468,2064,2,5,2,3,2,2,27,4,2,4,Yes,1,1,155,87,5174,6142,20,2,2,2,4,3,6,0,6,2,0,3,No,3,Bachelor,26-35,Meduim Salary,Experienced,Medium
80,103,1,2,4,3,2,1,46,5,2,3,Yes,8,1,945,80,10425,5021,22,2,2,4,4,3,16,2,4,2,0,2,No,2,College,46-55,Meduim Salary,Early Career,Medium
88,116,2,3,2,3,2,2,51,9,1,3,No,3,2,432,96,18725,2075,23,4,4,2,4,3,10,4,4,2,0,3,No,4,Master,46-55,Low Salary,Early Career,Very High
97,128,3,8,5,3,1,2,24,3,2,3,No,0,1,1353,33,17519,4999,21,1,3,1,4,2,4,2,3,2,0,2,No,2,College,18-25,Meduim Salary,Early Career,High
101,133,1,2,1,3,2,1,37,6,1,3,Yes,4,0,807,63,23648,2073,22,3,1,4,4,3,7,3,3,2,0,2,Yes,4,Master,36-45,Low Salary,Early Career,Low
136,178,2,5,4,3,2,1,36,6,2,3,No,6,2,216,84,2819,4941,20,2,2,4,4,3,7,0,3,2,0,1,No,2,College,36-45,Meduim Salary,Early Career,Medium
181,246,2,7,4,3,1,2,31,12,1,3,Yes,8,1,140,95,6984,3929,23,3,4,3,4,3,7,0,4,2,0,2,No,1,Below College,26-35,Meduim Salary,Early Career,Very High
273,377,2,7,4,3,2,2,28,9,1,3,No,1,1,1158,94,2613,2070,23,4,4,4,4,2,5,3,5,2,0,4,No,3,Bachelor,26-35,Low Salary,Early Career,Very High
419,560,2,7,2,3,1,1,26,23,1,3,No,1,2,1349,90,3032,2886,22,1,4,2,4,1,3,3,3,2,0,2,No,3,Bachelor,26-35,Low Salary,Early Career,Very High
632,874,2,3,2,3,2,2,44,8,1,4,Yes,2,1,986,62,5044,2818,24,1,4,3,4,2,10,2,3,2,0,2,No,4,Master,36-45,Low Salary,Early Career,Very High
726,1010,2,3,5,3,2,1,35,14,1,2,Yes,1,1,622,39,10074,3743,24,3,2,4,4,1,5,2,4,2,0,2,Yes,4,Master,26-35,Meduim Salary,Early Career,Medium
968,1361,2,3,2,3,2,2,40,1,1,3,No,3,1,329,88,6762,2387,22,2,2,3,4,3,7,3,4,2,0,3,No,4,Master,36-45,Low Salary,Early Career,Medium
1214,1702,3,9,2,3,2,1,23,7,1,3,Yes,1,1,427,99,25103,2275,21,3,4,2,4,3,3,2,3,2,0,2,Yes,3,Bachelor,18-25,Low Salary,Early Career,Very High
1269,1775,2,5,4,1,1,2,53,1,4,2,Yes,4,3,661,60,22308,12965,20,1,3,4,4,2,27,2,3,2,0,2,No,4,Master,46-55,High Salary,Early Career,High
1309,1835,3,9,3,3,1,2,38,2,2,1,Yes,2,2,723,77,4244,5405,20,2,4,1,4,2,20,4,4,2,0,3,No,4,Master,36-45,Meduim Salary,Early Career,Very High
1337,1873,2,7,6,3,2,2,55,2,1,2,No,8,1,836,98,7975,2662,20,2,4,2,4,4,19,2,5,2,0,4,No,4,Master,46-55,Low Salary,Early Career,Very High
15,19,2,3,2,3,2,3,28,24,1,2,Yes,5,0,103,50,12947,2028,14,3,3,2,3,3,6,4,4,2,0,3,Yes,3,Bachelor,26-35,Low Salary,Early Career,High
37,47,3,9,3,3,2,2,50,3,1,2,Yes,1,0,869,86,3810,2683,14,1,3,3,3,3,3,2,3,2,0,2,Yes,2,College,46-55,Low Salary,Early Career,High
79,102,2,6,4,3,2,3,37,7,3,3,No,4,0,397,30,25258,13664,13,1,3,1,3,4,16,3,5,2,0,2,No,4,Master,36-45,High Salary,Early Career,High
137,179,2,5,2,2,2,3,51,8,3,1,No,2,0,1150,53,25150,10650,15,1,4,4,3,3,18,2,4,2,0,3,Yes,4,Master,46-55,High Salary,Early Career,Very High
163,221,2,7,4,3,2,2,28,21,1,3,No,1,1,440,42,6672,2713,11,3,4,3,3,1,5,2,5,2,0,2,No,3,Bachelor,26-35,Low Salary,Early Career,Very High
184,249,2,3,4,3,2,2,50,1,1,2,No,2,1,328,86,3425,3690,15,3,3,4,3,2,5,2,3,2,0,2,No,3,Bachelor,46-55,Meduim Salary,Early Career,High
209,287,2,1,2,1,2,2,40,9,2,2,No,9,1,1151,63,14242,4876,14,4,4,4,3,1,5,5,3,2,0,2,No,5,Doctor,36-45,Meduim Salary,Early Career,Very High
210,288,2,1,4,3,2,1,46,1,3,3,No,7,1,644,97,12368,9396,16,4,1,3,3,3,17,3,4,2,0,3,No,4,Master,46-55,High Salary,Early Career,Low
215,297,2,7,6,3,1,3,30,3,1,3,Yes,5,0,1005,88,8556,2657,11,4,1,3,3,3,8,5,5,2,0,4,Yes,3,Bachelor,26-35,Low Salary,Early Career,Low
250,341,2,5,2,2,2,2,45,7,2,4,No,4,1,1199,77,5118,6434,17,1,3,4,3,3,9,1,3,2,0,2,No,4,Master,36-45,Meduim Salary,Early Career,High
254,347,2,7,2,3,1,3,42,17,2,4,Yes,3,0,916,82,23016,6545,13,4,1,3,3,3,10,1,3,2,0,2,No,2,College,36-45,Meduim Salary,Early Career,Low
255,349,3,8,3,3,2,1,29,20,2,3,No,2,1,1247,45,10732,6931,14,4,4,4,3,3,10,2,3,2,0,2,No,2,College,26-35,Meduim Salary,Early Career,Very High
276,380,2,6,4,1,1,1,37,1,3,3,Yes,2,2,728,80,11677,13603,18,1,4,1,3,3,15,2,5,2,0,2,No,4,Master,36-45,High Salary,Early Career,Very High
289,394,2,3,4,3,2,1,26,16,1,3,Yes,2,1,1449,45,14180,2373,13,1,2,4,3,3,5,2,3,2,0,2,Yes,4,Master,26-35,Low Salary,Early Career,Medium
310,423,2,7,6,3,2,2,31,5,1,3,Yes,0,1,691,86,10077,4821,12,3,4,3,3,3,6,4,5,2,0,3,No,4,Master,26-35,Meduim Salary,Early Career,Very High
346,465,2,7,2,3,2,1,23,26,1,3,No,1,2,1309,83,16092,2904,12,3,4,3,3,2,4,2,4,2,0,2,No,1,Below College,18-25,Low Salary,Early Career,Very High
374,497,2,3,4,3,2,1,27,1,1,3,No,1,1,1469,82,17881,3816,11,4,2,2,3,3,5,2,5,2,0,4,No,2,College,26-35,Meduim Salary,Early Career,Medium
379,502,3,8,3,1,2,3,34,19,2,4,Yes,8,0,1362,67,4652,5304,13,1,4,2,3,2,9,3,5,2,0,4,Yes,3,Bachelor,26-35,Meduim Salary,Early Career,Very High
381,507,3,8,3,3,1,1,24,10,2,3,Yes,1,1,1371,77,5915,4260,12,4,3,4,3,4,5,2,5,2,0,3,No,4,Master,18-25,Meduim Salary,Early Career,High
397,526,2,1,5,3,1,1,43,8,2,3,Yes,4,0,1473,74,2227,4522,14,3,3,4,3,3,8,3,5,2,0,2,No,4,Master,36-45,Meduim Salary,Early Career,High
430,575,2,6,2,3,2,2,46,2,4,3,No,6,0,1009,51,2288,17861,13,1,3,3,3,1,26,2,3,2,0,1,No,3,Bachelor,46-55,Very High Salary,Early Career,High
441,590,1,2,1,2,1,1,34,23,3,3,Yes,9,3,988,43,11533,9950,15,2,1,3,3,3,11,2,3,2,0,2,Yes,3,Bachelor,26-35,High Salary,Early Career,Low
484,652,2,3,5,3,2,3,35,25,2,2,No,4,0,538,54,14004,3681,14,1,4,4,3,3,9,3,3,2,0,2,No,2,College,26-35,Meduim Salary,Early Career,Very High
493,664,2,4,2,3,1,2,48,1,4,2,No,7,1,1236,40,17997,15402,11,4,1,1,3,1,21,3,3,2,0,2,No,4,Master,46-55,Very High Salary,Early Career,Low
506,686,2,3,2,3,1,2,26,6,1,3,Yes,1,1,991,71,17759,2659,13,3,4,3,3,3,3,2,3,2,0,2,No,3,Bachelor,26-35,Low Salary,Early Career,Very High
512,699,2,5,4,3,2,1,36,9,2,2,Yes,2,1,913,48,13934,8847,11,2,2,3,3,3,13,2,3,2,0,2,No,2,College,36-45,High Salary,Early Career,Medium
517,705,2,7,4,3,2,2,23,4,1,4,No,2,1,885,58,8544,2819,16,1,1,1,3,4,5,3,3,2,0,2,No,3,Bachelor,18-25,Low Salary,Early Career,Low
581,805,3,9,2,3,1,2,35,8,1,3,No,1,1,384,72,20317,2572,16,1,4,2,3,2,3,1,3,2,0,2,No,4,Master,26-35,Low Salary,Early Career,Very High
592,819,3,8,3,3,1,3,33,16,2,3,No,5,0,118,69,26507,5324,15,1,1,3,3,3,6,3,3,2,0,2,Yes,3,Bachelor,26-35,Meduim Salary,Early Career,Low
600,829,1,2,1,3,2,2,36,13,1,3,No,4,1,1041,36,25527,2143,13,3,2,2,3,3,8,2,5,2,0,4,No,3,Bachelor,36-45,Low Salary,Early Career,Medium
614,847,1,2,1,3,2,2,34,3,1,3,No,0,1,829,88,2243,3737,19,3,4,3,3,1,4,1,3,2,0,2,No,2,College,26-35,Meduim Salary,Early Career,Very High
623,859,3,8,2,3,2,1,32,13,2,3,No,2,1,117,73,9250,4403,11,2,4,3,3,2,8,3,5,2,0,3,No,4,Master,26-35,Meduim Salary,Early Career,Very High
625,862,3,8,3,3,1,2,53,7,3,2,Yes,7,1,661,78,20715,10934,18,1,4,4,3,3,35,3,5,2,0,4,No,2,College,46-55,High Salary,Early Career,Very High
639,885,3,8,3,3,2,2,25,4,2,2,No,1,0,583,87,18154,4256,12,3,1,1,3,4,5,1,5,2,0,3,No,1,Below College,18-25,Meduim Salary,Early Career,Low
640,887,2,7,6,3,1,2,49,1,1,3,No,2,1,1418,36,10554,3580,16,3,1,2,3,3,7,2,4,2,0,2,No,3,Bachelor,46-55,Meduim Salary,Early Career,Low
646,896,3,9,4,3,1,1,29,1,1,2,Yes,6,3,341,48,23522,2800,19,2,3,3,3,3,5,3,3,2,0,2,Yes,3,Bachelor,26-35,Low Salary,Early Career,High
660,916,3,8,4,3,2,3,28,5,2,3,No,1,0,821,98,24252,4908,14,1,4,2,3,3,4,3,4,2,0,2,No,4,Master,26-35,Meduim Salary,Early Career,Very High
667,926,2,5,2,3,1,2,22,3,2,3,Yes,0,1,617,34,10022,4171,19,2,3,1,3,4,4,3,3,2,0,2,Yes,1,Below College,18-25,Meduim Salary,Early Career,High
674,939,2,7,5,3,2,3,33,1,1,2,Yes,3,0,1198,100,3339,2799,11,3,1,2,3,3,6,1,3,2,0,2,No,4,Master,26-35,Low Salary,Early Career,Low
713,995,2,7,2,3,1,3,33,13,1,3,No,3,0,461,53,17241,3452,18,2,4,1,3,3,5,4,3,2,0,2,No,1,Below College,26-35,Meduim Salary,Early Career,Very High
721,1004,2,7,2,3,1,2,30,22,1,3,Yes,4,0,138,48,11539,2132,11,1,3,2,3,3,7,2,5,2,0,1,Yes,3,Bachelor,26-35,Low Salary,Early Career,High
803,1114,3,8,2,2,1,2,33,7,2,3,No,0,1,970,30,13401,4302,17,4,2,3,3,3,4,3,3,2,0,2,No,3,Bachelor,26-35,Meduim Salary,Early Career,Medium
821,1137,3,8,3,2,2,1,35,11,2,3,No,1,1,1182,54,18500,4968,11,4,4,4,3,3,5,3,5,2,0,2,No,2,College,26-35,Meduim Salary,Early Career,Very High
823,1140,2,5,2,2,2,3,34,2,2,3,No,2,0,1003,95,15834,4033,11,4,3,4,3,2,5,3,3,2,0,2,No,2,College,26-35,Meduim Salary,Early Career,High
830,1157,3,8,3,3,1,3,33,9,2,3,Yes,0,0,603,77,18385,8224,17,1,1,1,3,3,6,3,5,2,0,3,Yes,4,Master,26-35,High Salary,Early Career,Low
855,1195,2,7,4,3,1,2,45,7,1,3,Yes,4,1,1457,83,20100,4477,19,1,3,3,3,2,7,2,3,2,0,2,No,3,Bachelor,36-45,Meduim Salary,Early Career,High
870,1217,2,6,2,3,2,2,46,15,5,3,No,5,1,1450,52,10849,19081,11,4,2,1,3,3,25,2,4,2,0,3,No,2,College,46-55,Very High Salary,Early Career,Medium
918,1281,3,8,3,3,1,3,34,2,2,3,Yes,0,0,131,86,6039,4538,12,3,1,4,3,3,4,3,3,2,0,2,No,3,Bachelor,26-35,Meduim Salary,Early Career,Low
922,1286,2,3,4,2,2,3,28,1,1,3,Yes,0,0,791,44,6842,2154,11,4,3,3,3,2,5,2,4,2,0,2,No,4,Master,26-35,Low Salary,Early Career,High
941,1310,2,7,4,3,2,3,39,23,1,3,No,0,0,360,93,22154,3904,13,3,1,1,3,3,6,2,5,2,0,3,Yes,3,Bachelor,36-45,Meduim Salary,Early Career,Low
972,1367,2,5,6,3,1,3,51,11,4,2,No,3,0,1405,82,24439,13142,16,4,2,2,3,2,29,1,5,2,0,3,No,2,College,46-55,High Salary,Early Career,Medium
983,1382,2,7,2,2,2,1,38,7,1,4,No,1,3,693,57,15748,2610,11,4,3,4,3,3,4,2,4,2,0,3,No,3,Bachelor,36-45,Low Salary,Early Career,High
1002,1411,2,3,4,3,1,3,37,11,1,3,No,4,0,1462,94,19106,3629,18,1,3,1,3,3,8,6,3,2,0,2,No,3,Bachelor,36-45,Meduim Salary,Early Career,High
1004,1415,2,3,6,3,2,2,25,1,1,3,No,4,1,949,81,4910,3229,11,1,4,2,3,2,7,2,3,2,0,2,No,3,Bachelor,18-25,Meduim Salary,Early Career,Very High
1014,1428,3,8,3,3,1,1,30,7,2,3,No,7,2,855,73,12761,4779,14,4,1,2,3,3,8,3,3,2,0,2,No,4,Master,26-35,Meduim Salary,Early Career,Low
1020,1436,3,8,3,3,1,2,36,16,2,2,No,4,2,329,98,13494,5647,13,3,1,1,3,2,11,3,3,2,0,2,No,4,Master,36-45,Meduim Salary,Early Career,Low
1029,1448,2,7,4,3,2,2,41,5,1,4,Yes,2,0,1283,90,5561,2127,12,2,3,1,3,2,7,5,4,2,0,3,No,5,Doctor,36-45,Low Salary,Early Career,High
1036,1461,1,2,4,3,1,3,31,8,1,4,No,9,0,1398,96,24609,2109,18,4,2,4,3,3,8,3,3,2,0,2,No,2,College,26-35,Low Salary,Early Career,Medium
1043,1471,2,3,2,1,2,3,44,5,1,2,No,3,0,981,90,7973,3162,14,3,3,4,3,3,7,5,5,2,0,3,No,3,Bachelor,36-45,Meduim Salary,Early Career,High
1073,1513,2,3,2,2,1,2,29,2,1,3,No,0,3,410,97,4668,3180,13,4,2,3,3,3,4,3,3,2,0,2,No,1,Below College,26-35,Meduim Salary,Early Career,Medium
1124,1587,2,1,4,3,1,3,35,10,2,3,Yes,3,0,670,51,4223,6142,16,1,3,3,3,3,10,4,5,2,0,4,No,4,Master,26-35,Meduim Salary,Early Career,High
1129,1594,2,3,2,2,2,2,36,6,2,4,Yes,3,1,1302,80,19711,5562,13,1,1,4,3,3,9,3,3,2,0,2,No,4,Master,36-45,Meduim Salary,Early Career,Low
1140,1607,2,7,5,3,1,2,32,5,1,4,No,3,2,634,35,18783,3312,17,2,4,4,3,3,6,3,3,2,0,2,No,4,Master,26-35,Meduim Salary,Early Career,Very High
1145,1613,3,8,5,2,2,3,31,2,2,3,No,7,0,715,54,21602,5332,13,4,1,4,3,3,10,3,5,2,0,3,No,4,Master,26-35,Meduim Salary,Early Career,Low
1170,1647,2,7,4,3,1,2,27,8,1,4,No,7,0,486,86,22490,3517,17,2,3,1,3,3,5,0,3,2,0,2,No,3,Bachelor,26-35,Meduim Salary,Early Career,High
1172,1649,2,3,2,3,2,3,40,7,1,3,Yes,3,0,1329,73,3339,2166,14,1,1,2,3,1,10,3,4,2,0,3,Yes,3,Bachelor,36-45,Low Salary,Early Career,Low
1174,1651,2,1,2,3,1,2,36,5,3,3,No,4,2,711,42,22792,8008,12,2,1,3,3,3,9,6,3,2,0,2,No,4,Master,36-45,High Salary,Early Career,Low
1200,1682,2,1,2,3,2,2,36,26,2,3,No,6,2,1351,80,7419,5347,14,1,3,2,3,2,10,2,3,2,0,2,No,4,Master,36-45,Meduim Salary,Early Career,High
1225,1718,2,3,4,3,2,2,26,17,1,1,No,1,3,390,62,6217,2305,15,4,3,3,3,4,3,3,3,2,0,2,No,4,Master,26-35,Low Salary,Early Career,High
1228,1721,2,3,2,3,2,2,31,2,1,3,No,1,1,741,69,18103,3477,14,2,3,4,3,4,6,2,5,2,0,3,No,4,Master,26-35,Meduim Salary,Early Career,High
1248,1749,3,8,6,3,2,2,31,5,2,3,No,1,1,1003,51,20943,8346,19,1,3,3,3,3,6,3,5,2,0,2,No,3,Bachelor,26-35,High Salary,Early Career,High
1251,1753,2,1,2,2,2,3,29,1,2,4,Yes,8,0,461,70,23060,6294,12,4,3,4,3,4,10,5,3,2,0,2,No,3,Bachelor,26-35,Meduim Salary,Early Career,High
1277,1787,3,8,3,3,2,2,37,9,2,2,No,1,2,589,46,8800,4189,14,2,2,1,3,3,5,2,5,2,0,3,No,2,College,36-45,Meduim Salary,Early Career,Medium
1346,1886,2,5,5,3,1,2,35,16,2,2,Yes,0,0,219,44,25388,4788,11,4,2,4,3,3,4,2,3,2,0,2,No,2,College,26-35,Meduim Salary,Early Career,Medium
1360,1915,3,8,4,3,1,2,34,3,2,2,Yes,3,0,735,75,16495,8103,12,4,4,3,3,2,9,3,4,2,0,1,No,1,Below College,26-35,High Salary,Early Career,Very High
1363,1922,2,1,4,2,2,3,45,1,2,3,No,4,0,1297,44,14511,5399,12,2,3,3,3,3,12,3,4,2,0,3,No,4,Master,36-45,Meduim Salary,Early Career,High
1377,1940,2,7,2,3,2,1,38,9,1,3,No,2,2,1206,71,14293,4771,19,2,4,4,3,4,10,0,5,2,0,3,No,2,College,36-45,Meduim Salary,Early Career,Very High
1441,2025,2,5,2,2,1,1,36,4,2,3,No,7,3,688,97,9192,5131,13,4,2,2,3,3,18,3,4,2,0,2,No,2,College,36-45,Meduim Salary,Early Career,Medium
1466,2061,2,3,4,2,2,2,36,23,2,4,No,4,1,884,41,12290,2571,17,3,4,3,3,3,17,3,5,2,0,3,No,2,College,36-45,Low Salary,Early Career,Very High
2,2,2,7,2,2,2,2,49,8,2,2,No,1,1,279,61,24907,5130,23,3,2,4,4,3,10,3,10,7,1,7,No,1,Below College,46-55,Meduim Salary,Experienced,Medium
9,12,2,5,2,2,2,3,38,23,3,2,No,0,0,216,44,8787,9526,21,4,3,2,4,3,10,2,9,7,1,8,No,3,Bachelor,36-45,High Salary,Experienced,High
21,26,2,5,5,1,1,1,24,11,2,4,No,0,1,673,96,8232,4011,18,1,3,4,3,2,5,5,4,2,1,3,No,2,College,18-25,Meduim Salary,Early Career,High
40,52,3,8,2,2,1,2,33,1,2,4,No,2,2,1141,42,3193,5376,19,3,1,1,3,3,10,3,5,3,1,3,No,3,Bachelor,26-35,Meduim Salary,Early Career,Low
44,56,3,8,2,2,2,3,27,8,3,3,No,1,0,994,37,2975,8726,15,4,3,4,3,3,9,0,9,8,1,7,No,3,Bachelor,26-35,High Salary,Experienced,High
57,74,3,8,2,2,2,2,35,18,3,3,No,1,1,853,71,11031,9069,22,2,1,4,4,2,9,3,9,8,1,8,No,5,Doctor,26-35,High Salary,Experienced,Low
71,91,3,8,2,2,1,3,59,1,2,2,No,7,0,1225,57,24668,5473,11,1,3,4,3,2,20,2,4,3,1,3,No,1,Below College,56+,Meduim Salary,Early Career,High
84,107,2,7,4,1,1,1,38,6,2,1,Yes,7,3,573,79,15717,5329,12,2,4,4,3,3,17,3,13,11,1,9,No,3,Bachelor,36-45,Meduim Salary,Long-Term,Very High
103,137,2,3,2,2,1,3,20,6,1,2,Yes,1,0,871,66,19783,2926,18,4,4,2,3,3,1,5,1,0,1,0,Yes,3,Bachelor,18-25,Low Salary,New Employee,Very High
189,256,2,5,2,2,2,2,34,2,2,2,No,1,0,1069,45,14074,9547,17,4,3,3,3,2,10,2,10,9,1,9,No,1,Below College,26-35,High Salary,Experienced,High
202,275,2,5,2,1,2,1,49,18,2,3,Yes,1,2,1002,92,23793,6804,15,4,4,1,3,3,7,0,7,7,1,7,No,4,Master,46-55,Meduim Salary,Experienced,Very High
208,286,2,3,4,2,1,3,36,18,1,3,No,1,0,635,73,7703,2153,13,2,4,1,3,3,8,2,8,1,1,7,No,1,Below College,36-45,Low Salary,Experienced,Very High
225,308,2,5,4,1,2,2,31,1,2,1,No,0,1,979,90,4381,4345,12,3,3,4,3,3,6,2,5,4,1,4,No,4,Master,26-35,Meduim Salary,Early Career,High
260,355,2,3,4,2,2,3,31,29,1,2,No,0,0,307,71,11652,3479,11,3,2,2,3,4,6,2,5,4,1,4,Yes,2,College,26-35,Meduim Salary,Early Career,Medium
268,369,2,1,2,1,2,1,25,5,2,4,No,1,2,675,85,18384,4000,12,2,1,4,3,3,6,2,6,3,1,5,No,2,College,18-25,Meduim Salary,Experienced,Low
279,384,2,5,2,2,1,1,26,1,2,3,No,1,1,1479,84,26767,6397,20,3,2,1,4,1,6,6,6,5,1,4,No,3,Bachelor,26-35,Meduim Salary,Experienced,Medium
316,430,2,3,2,2,1,3,43,10,1,3,No,0,0,185,33,10675,2455,19,3,4,1,3,3,9,5,8,7,1,7,No,4,Master,36-45,Low Salary,Experienced,Very High
332,449,3,8,3,1,2,2,27,1,2,3,Yes,0,1,210,73,22107,6349,13,3,2,4,3,3,6,0,5,4,1,4,No,1,Below College,26-35,Meduim Salary,Early Career,Medium
360,481,3,8,4,2,2,2,36,3,3,2,No,4,1,541,48,7246,9699,11,1,4,1,3,3,16,2,13,9,1,12,No,4,Master,36-45,High Salary,Long-Term,Very High
401,531,2,4,2,2,2,1,39,1,5,3,Yes,1,1,1218,52,8213,19197,14,2,3,3,3,3,21,3,21,8,1,6,No,1,Below College,36-45,Very High Salary,Long-Term,High
416,555,3,9,3,2,1,1,34,6,1,1,No,0,1,296,33,12253,2351,16,4,3,4,3,2,3,3,2,2,1,0,Yes,2,College,26-35,Low Salary,New Employee,High
420,562,2,3,2,1,2,2,30,3,1,3,No,4,1,1400,53,16734,2097,15,3,4,3,3,1,9,3,5,3,1,4,No,3,Bachelor,26-35,Low Salary,Early Career,Very High
447,599,3,8,2,1,2,3,41,10,2,3,No,7,0,267,56,13430,6230,14,4,4,4,3,3,16,3,14,3,1,10,No,2,College,36-45,Meduim Salary,Long-Term,Very High
454,608,1,2,2,2,1,1,26,17,1,3,Yes,0,1,426,58,22808,2741,11,2,3,2,3,2,8,2,7,7,1,0,Yes,4,Master,26-35,Low Salary,Experienced,High
529,723,3,8,6,2,2,2,50,8,2,3,Yes,3,1,562,50,23452,6796,14,2,3,1,3,3,18,4,4,3,1,3,Yes,2,College,46-55,Meduim Salary,Early Career,High
534,729,3,8,2,2,2,2,40,5,3,2,Yes,5,1,580,48,23772,10475,21,4,1,3,4,3,20,2,18,13,1,12,No,4,Master,36-45,High Salary,Long-Term,Low
538,733,2,5,2,2,2,1,27,10,3,3,No,1,2,294,32,4809,8793,21,4,1,3,4,2,9,4,9,7,1,7,No,2,College,26-35,High Salary,Experienced,Low
544,744,2,3,4,1,2,3,44,24,1,1,No,2,0,381,49,2104,3708,14,1,3,3,3,3,9,5,5,2,1,4,No,3,Bachelor,36-45,Meduim Salary,Early Career,High
567,785,3,8,2,2,1,3,47,27,2,4,Yes,4,0,719,77,10339,6397,12,2,3,4,3,3,8,2,5,4,1,3,Yes,2,College,46-55,Meduim Salary,Early Career,High
577,800,3,8,3,2,2,2,27,8,2,3,No,0,1,829,84,24008,4342,19,3,4,2,3,3,5,3,4,2,1,1,No,1,Below College,26-35,Meduim Salary,Early Career,Very High
607,838,2,7,2,2,1,3,34,16,1,2,No,1,0,702,100,8306,2553,16,3,4,3,3,3,6,3,5,2,1,3,No,4,Master,26-35,Low Salary,Early Career,Very High
615,848,2,7,4,2,1,2,26,5,1,2,Yes,1,1,887,88,20898,2366,14,3,3,1,3,3,8,2,8,7,1,7,Yes,2,College,26-35,Low Salary,Experienced,High
704,983,3,8,6,1,1,3,38,10,2,3,Yes,1,0,152,85,19899,5666,13,3,4,2,3,3,6,1,5,3,1,3,No,3,Bachelor,36-45,Meduim Salary,Early Career,Very High
770,1068,2,7,4,2,1,1,26,1,1,2,No,1,2,921,66,25265,2007,13,1,3,3,3,3,5,5,5,3,1,3,No,1,Below College,26-35,Low Salary,Early Career,High
781,1082,2,1,6,1,2,3,28,24,3,2,No,1,0,1366,72,12355,8722,12,2,1,1,3,2,10,2,10,7,1,9,Yes,2,College,26-35,High Salary,Experienced,Low
824,1143,2,7,2,2,1,1,29,10,1,3,No,0,2,490,61,17940,3291,14,4,2,4,3,2,8,2,7,5,1,1,No,3,Bachelor,26-35,Meduim Salary,Experienced,Medium
891,1245,2,5,2,2,1,1,54,1,3,3,No,7,1,966,53,9659,10502,17,4,3,1,3,1,33,2,5,4,1,4,No,4,Master,46-55,High Salary,Early Career,High
912,1273,3,9,2,2,2,3,25,24,1,1,Yes,1,0,599,73,8040,1118,14,3,4,4,3,3,1,4,1,0,1,0,Yes,1,Below College,18-25,Low Salary,New Employee,Very High
924,1289,1,2,2,2,2,2,34,11,2,2,No,4,2,648,56,21833,4490,11,3,2,4,3,4,14,5,10,9,1,8,No,3,Bachelor,26-35,Meduim Salary,Experienced,Medium
932,1298,2,5,4,1,1,3,30,9,2,3,Yes,7,0,879,72,12858,4695,18,3,3,3,3,3,10,3,8,4,1,7,No,2,College,26-35,Meduim Salary,Experienced,High
961,1349,3,8,3,2,1,1,41,1,2,3,No,0,1,1018,66,4297,4103,17,3,1,4,3,3,10,2,9,3,1,7,No,3,Bachelor,36-45,Meduim Salary,Experienced,Low
962,1350,2,7,2,2,2,3,35,4,2,3,Yes,1,0,482,87,2690,4249,11,3,3,2,3,3,9,3,9,6,1,1,No,4,Master,26-35,Meduim Salary,Experienced,High
1007,1420,2,3,2,2,2,3,49,28,2,2,No,3,0,1475,97,22710,4284,20,1,1,1,4,3,20,2,4,3,1,3,Yes,2,College,46-55,Meduim Salary,Early Career,Low
1016,1431,2,7,5,2,2,1,34,1,1,3,No,5,2,560,91,20284,2996,14,4,1,3,3,3,10,2,4,3,1,3,No,4,Master,26-35,Low Salary,Early Career,Low
1023,1440,2,3,6,1,2,3,37,5,1,4,No,0,0,1413,84,25470,3500,14,3,3,1,3,1,7,2,6,5,1,3,No,2,College,36-45,Meduim Salary,Experienced,High
1071,1507,3,8,2,2,2,3,28,7,2,3,No,0,0,467,55,11827,4898,14,3,1,4,3,3,5,5,4,2,1,3,No,3,Bachelor,26-35,Meduim Salary,Early Career,Low
